"max_temp","time","set_point"
29,"2025/12/05 08:58:00",29
29,"2025/12/05 08:59:00",29
29,"2025/12/05 09:00:00",29
35,"2025/12/05 00:00:00",29
35,"2025/12/05 00:01:00",29
35,"2025/12/05 00:02:00",29
35,"2025/12/05 00:03:00",29
35,"2025/12/05 00:04:00",29
35,"2025/12/05 00:05:00",29
35,"2025/12/05 00:06:00",29
35,"2025/12/05 00:07:00",29
35,"2025/12/05 00:08:00",29
35,"2025/12/05 00:09:00",29
35,"2025/12/05 00:10:00",29
35,"2025/12/05 00:11:00",29
35,"2025/12/05 00:12:00",29
35,"2025/12/05 00:13:00",29
35,"2025/12/05 00:14:00",29
35,"2025/12/05 00:15:00",29
35,"2025/12/05 00:16:00",29
35,"2025/12/05 00:17:00",29
35,"2025/12/05 00:18:00",29
35,"2025/12/05 00:19:00",29
35,"2025/12/05 00:20:00",29
35,"2025/12/05 00:21:00",29
35,"2025/12/05 00:22:00",29
35,"2025/12/05 00:23:00",29
35,"2025/12/05 00:24:00",29
35,"2025/12/05 00:25:00",29
35,"2025/12/05 00:26:00",29
35,"2025/12/05 00:27:00",29
35,"2025/12/05 00:28:00",29
35,"2025/12/05 00:29:00",29
35,"2025/12/05 00:30:00",29
35,"2025/12/05 00:31:00",29
35,"2025/12/05 00:32:00",29
35,"2025/12/05 00:33:00",29
35,"2025/12/05 00:34:00",29
35,"2025/12/05 00:35:00",29
35,"2025/12/05 00:36:00",29
35,"2025/12/05 00:37:00",29
35,"2025/12/05 00:38:00",29
35,"2025/12/05 00:39:00",29
35,"2025/12/05 00:40:00",29
35,"2025/12/05 00:41:00",29
35,"2025/12/05 00:42:00",29
35,"2025/12/05 00:43:00",29
35,"2025/12/05 00:44:00",29
35,"2025/12/05 00:45:00",29
35,"2025/12/05 00:46:00",29
35,"2025/12/05 00:47:00",29
35,"2025/12/05 00:48:00",29
35,"2025/12/05 00:49:00",29
35,"2025/12/05 00:50:00",29
35,"2025/12/05 00:51:00",29
35,"2025/12/05 00:52:00",29
35,"2025/12/05 00:53:00",29
35,"2025/12/05 00:54:00",29
35,"2025/12/05 00:55:00",29
35,"2025/12/05 00:56:00",29
35,"2025/12/05 00:57:00",29
35,"2025/12/05 00:58:00",29
35,"2025/12/05 00:59:00",29
35,"2025/12/05 01:00:00",29
35,"2025/12/05 01:01:00",29.033519553072626
35,"2025/12/05 01:02:00",29.067039106145252
35,"2025/12/05 01:03:00",29.100558659217878
35,"2025/12/05 01:04:00",29.134078212290504
35,"2025/12/05 01:05:00",29.16759776536313
35,"2025/12/05 01:06:00",29.201117318435756
35,"2025/12/05 01:07:00",29.23463687150838
35,"2025/12/05 01:08:00",29.268156424581004
35,"2025/12/05 01:09:00",29.30167597765363
35,"2025/12/05 01:10:00",29.335195530726256
35,"2025/12/05 01:11:00",29.368715083798882
35,"2025/12/05 01:12:00",29.40223463687151
35,"2025/12/05 01:13:00",29.435754189944134
35,"2025/12/05 01:14:00",29.46927374301676
35,"2025/12/05 01:15:00",29.502793296089386
35,"2025/12/05 01:16:00",29.536312849162012
35,"2025/12/05 01:17:00",29.56983240223464
35,"2025/12/05 01:18:00",29.60335195530726
35,"2025/12/05 01:19:00",29.636871508379887
35,"2025/12/05 01:20:00",29.670391061452513
35,"2025/12/05 01:21:00",29.70391061452514
35,"2025/12/05 01:22:00",29.737430167597765
35,"2025/12/05 01:23:00",29.77094972067039
35,"2025/12/05 01:24:00",29.804469273743017
35,"2025/12/05 01:25:00",29.837988826815643
35,"2025/12/05 01:26:00",29.87150837988827
35,"2025/12/05 01:27:00",29.905027932960895
35,"2025/12/05 01:28:00",29.93854748603352
35,"2025/12/05 01:29:00",29.972067039106147
35,"2025/12/05 01:30:00",30.005586592178773
35,"2025/12/05 01:31:00",30.039106145251395
35,"2025/12/05 01:32:00",30.07262569832402
35,"2025/12/05 01:33:00",30.106145251396647
35,"2025/12/05 01:34:00",30.139664804469273
35,"2025/12/05 01:35:00",30.1731843575419
35,"2025/12/05 01:36:00",30.206703910614525
35,"2025/12/05 01:37:00",30.24022346368715
35,"2025/12/05 01:38:00",30.273743016759777
35,"2025/12/05 01:39:00",30.307262569832403
35,"2025/12/05 01:40:00",30.34078212290503
35,"2025/12/05 01:41:00",30.374301675977655
35,"2025/12/05 01:42:00",30.407821229050278
35,"2025/12/05 01:43:00",30.441340782122904
35,"2025/12/05 01:44:00",30.47486033519553
35,"2025/12/05 01:45:00",30.508379888268156
35,"2025/12/05 01:46:00",30.54189944134078
35,"2025/12/05 01:47:00",30.575418994413408
35,"2025/12/05 01:48:00",30.608938547486034
35,"2025/12/05 01:49:00",30.64245810055866
